full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
José David Ramírez García,26,818899200,1995/12/14,Liga MX,2021/2022,Midfielder,León,2069,1095,974,Mexico,35,18,17,0,0,0,0,0,0,0,0,10,4,6,26,14,12,4,0,0,0,0,0,0,0,1.13,80,59,517,0,0.17,317,308,-1,26
José de Jesús Corona Rodríguez,41,349315200,1981/01/26,Liga MX,2021/2022,Goalkeeper,Cruz Azul,1620,810,810,Mexico,18,9,9,0,0,0,0,0,0,0,0,5,2,3,18,10,8,2,0,0,0,0,0,0,0,1,90,90,810,0,0.11,280,271,63,20
José de Jesús Godínez Navarro,25,853718400,1997/01/20,Liga MX,2021/2022,Forward,Querétaro,339,189,150,Mexico,14,7,7,1,1,0,0,0,0,0,0,5,1,4,2,2,0,1,0,0.27,0,0.27,0.48,0,339,0.53,170,24,339,0,0.27,63,352,-1,11
José Enrique Angulo Caicedo,27,791769600,1995/02/03,Liga MX,2021/2022,Forward,Querétaro,964,519,445,Ecuador,15,8,7,3,1,2,1,0,1,0,0,2,2,0,7,2,5,1,0,0.37,0.09,0.28,0.17,0.4,321,0.65,138,64,964,964,0.09,60,135,-1,4
José González,17,1100217600,2004/11/12,Liga MX,2021/2022,Midfielder,Pumas UNAM,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
José Guadalupe Hernández Clemente,23,924652800,1999/04/21,Liga MX,2021/2022,Midfielder,Atlético San Luis,541,129,412,Mexico,16,5,11,0,0,0,0,0,0,0,0,2,0,2,4,1,3,1,0,0,0,0,0,0,0,0.67,135,34,541,0,0.17,399,394,-1,27
José Ignacio Rivero Segade,30,702864000,1992/04/10,Liga MX,2021/2022,Midfielder,Cruz Azul,3011,1628,1383,Uruguay,36,19,17,2,1,1,0,0,0,0,0,11,5,6,27,16,11,9,1,0.06,0,0.06,0.06,0.07,1506,0.81,112,84,301,0,0.3,208,373,-1,10
José Iván Rodríguez Rebollar,25,834969600,1996/06/17,Liga MX,2021/2022,Forward,León,2761,1327,1434,Mexico,37,19,18,0,0,0,2,1,1,0,0,12,4,8,25,13,12,6,1,0.07,0.07,0,0,0,0,0.81,110,75,460,1381,0.2,318,165,-1,25
José Javier Abella Fanjul,28,760838400,1994/02/10,Liga MX,2021/2022,Defender,Atlas,1413,681,732,Mexico,18,8,10,0,0,0,1,1,0,0,0,4,2,2,18,6,12,3,0,0.06,0.06,0,0,0,0,1.15,79,79,471,1413,0.19,412,169,92,19
José Joaquín Esquivel Martínez,24,884131200,1998/01/07,Liga MX,2021/2022,Defender,Juárez,2322,1381,941,Mexico,28,16,12,0,0,0,1,1,0,0,0,6,3,3,31,20,11,9,1,0.04,0.04,0,0,0,0,1.2,75,83,232,2322,0.39,272,190,100,26
José Joaquín Martínez Valadez,35,540950400,1987/02/22,Liga MX,2021/2022,Midfielder,Cruz Azul,817,366,451,Mexico,22,10,12,0,0,0,1,0,1,0,0,7,4,3,16,7,9,5,0,0.11,0.11,0,0,0,0,1.76,51,37,163,817,0.55,374,119,-1,27
José Juan García Manríquez,25,835401600,1996/06/22,Liga MX,2021/2022,Defender,Juárez,1893,998,895,Mexico,22,12,10,0,0,0,0,0,0,0,0,4,2,2,27,15,12,6,0,0,0,0,0,0,0,1.28,70,86,316,0,0.29,295,289,107,37
José Juan Macías Guzmán,22,937958400,1999/09/22,Liga MX,2021/2022,Forward,Guadalajara,412,168,244,Mexico,11,6,5,4,2,2,0,0,0,0,0,2,2,0,5,2,3,2,0,0.87,0,0.87,1.07,0.74,103,1.09,82,37,206,0,0.44,1,221,-1,6
José Juan Vázquez Gómez,34,574300800,1988/03/14,Liga MX,2021/2022,Midfielder,Tijuana,2702,1244,1458,Mexico,35,17,18,0,0,0,0,0,0,0,0,7,4,3,39,16,23,3,0,0,0,0,0,0,0,1.3,69,77,901,0,0.1,302,295,-1,13
José López,22,935539200,1999/08/25,Liga MX,2021/2022,Forward,Juárez,47,24,23,Mexico,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3.83,24,24,0,0,0,-1,-1,-1,36
José Luis Caicedo Barrera,19,1022112000,2002/05/23,Liga MX,2021/2022,Midfielder,Pumas UNAM,90,90,0,Colombia,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,17
José Manuel Ríos García,19,1032566400,2002/09/21,Liga MX,2021/2022,Midfielder,Mazatlán,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
José Raúl Rangel Aguilar,22,951436800,2000/02/25,Liga MX,2021/2022,Goalkeeper,Guadalajara,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
José Ricardo Galindo Gutiérrez,24,884649600,1998/01/13,Liga MX,2021/2022,Midfielder,Pumas UNAM,1331,640,691,Mexico,21,10,11,0,0,0,0,0,0,0,0,8,6,2,16,4,12,7,0,0,0,0,0,0,0,1.08,83,63,190,0,0.47,391,401,-1,31
José Rivaldo Lozano Silva,23,907545600,1998/10/05,Liga MX,2021/2022,Forward,Atlético San Luis,652,352,300,Mexico,16,10,6,1,1,0,2,2,0,0,0,2,0,2,7,4,3,2,0,0.41,0.28,0.14,0.26,0,652,0.97,93,41,326,326,0.28,119,17,-1,15
José Rogerio de Oliveira Melo,31,661996800,1990/12/24,Liga MX,2021/2022,Forward,Pumas UNAM,1740,718,1022,Brazil,28,13,15,7,3,4,0,0,0,0,0,11,7,4,24,6,18,0,0,0.36,0,0.36,0.38,0.35,249,1.24,73,62,0,0,0,37,403,-1,2
José Santiago Hernández García,25,862444800,1997/05/01,Liga MX,2021/2022,Goalkeeper,Atlas,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
José Zapata,19,1048809600,2003/03/28,Liga MX,2021/2022,Midfielder,Juárez,40,11,29,Mexico,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,-1,-1,-1,18
Josué Díaz González,17,1095292800,2004/09/16,Liga MX,2021/2022,Defender,Cruz Azul,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Josué Emmanuel Reyes Santacruz,24,881712000,1997/12/10,Liga MX,2021/2022,Defender,Cruz Azul,17,2,15,Mexico,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5.29,17,9,0,0,0,-1,-1,-1,30
Josué Misael Domínguez González,22,940982400,1999/10/27,Liga MX,2021/2022,Midfielder,Tijuana,608,355,253,Mexico,17,8,9,0,0,0,1,1,0,0,0,2,1,1,16,6,10,1,0,0.15,0.15,0,0,0,0,2.37,38,36,608,608,0.15,362,71,-1,26
Juan Bautista Romagnoli,25,835228800,1996/06/20,Liga MX,2021/2022,Forward,Querétaro,388,189,199,Argentina,13,5,8,0,0,0,0,0,0,0,0,2,1,1,4,3,1,3,1,0,0,0,0,0,0,0.93,97,30,97,0,0.93,252,233,-1,18
Juan Daniel Velásquez Rivera,22,954806400,2000/04/04,Liga MX,2021/2022,Midfielder,Juárez,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Juan David Castro Ruiz,30,693273600,1991/12/21,Liga MX,2021/2022,Forward,Atlético San Luis,727,407,320,Mexico,23,10,13,0,0,0,0,0,0,0,0,7,3,4,9,7,2,1,0,0,0,0,0,0,0,1.11,81,32,727,0,0.12,401,397,-1,31
Juan de Dios Aguayo Moreno,25,858038400,1997/03/11,Liga MX,2021/2022,Defender,Pumas UNAM,180,46,134,Mexico,3,1,2,0,0,0,0,0,0,0,0,1,0,1,3,1,2,0,0,0,0,0,0,0,0,1.5,60,60,0,0,0,-1,-1,-1,21
Juan Ferney Otero Tovar,26,801446400,1995/05/26,Liga MX,2021/2022,Forward,América,1958,1036,922,Colombia,33,18,15,2,0,2,1,0,1,0,0,11,7,4,18,9,9,2,0,0.14,0.05,0.09,0,0.2,979,0.83,109,59,979,1958,0.09,171,186,-1,7
Juan Gamboa,21,982195200,2001/02/15,Liga MX,2021/2022,Forward,Toluca,0,0,0,Mexico,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Juan González Ozuna,18,1076457600,2004/02/11,Liga MX,2021/2022,Midfielder,Toluca,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Juan Ignacio Dinenno De Cara,27,778032000,1994/08/28,Liga MX,2021/2022,Forward,Pumas UNAM,2737,1278,1459,Argentina,35,17,18,10,4,6,4,2,2,2,1,12,8,4,38,16,22,8,3,0.46,0.13,0.33,0.28,0.37,274,1.25,72,78,249,684,0.36,43,87,-1,1
Juan José Machado Siqueiros,23,919641600,1999/02/22,Liga MX,2021/2022,Forward,Monterrey,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Juan José Miguel Busto,24,864259200,1997/05/22,Liga MX,2021/2022,Midfielder,Pumas UNAM,17,17,0,Mexico,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5.29,17,17,0,0,0,-1,-1,-1,13
Juan José Sánchez Purata,24,884304000,1998/01/09,Liga MX,2021/2022,Defender,Tigres UANL,542,161,381,Colombia,13,5,8,0,0,0,0,0,0,0,0,3,2,1,9,2,7,4,0,0,0,0,0,0,0,1.49,60,42,136,0,0.66,371,370,135,22
Juan Manuel Sanabria Magole,22,954288000,2000/03/29,Liga MX,2021/2022,Midfielder,Atlético San Luis,2575,1134,1441,Uruguay,34,15,19,2,2,0,4,3,1,0,0,8,4,4,32,13,19,10,1,0.21,0.14,0.07,0.16,0,1288,1.12,80,76,258,644,0.35,191,80,-1,10
Juan Marcelo Escobar Chena,26,805420800,1995/07/11,Liga MX,2021/2022,Defender,Cruz Azul,2491,1119,1372,Paraguay,34,17,17,5,4,1,3,1,2,1,0,11,4,7,26,14,12,16,1,0.29,0.11,0.18,0.32,0.07,498,0.94,96,73,156,830,0.58,104,111,48,3
Juan Pablo Chávez Hernández,25,837475200,1996/07/16,Liga MX,2021/2022,Goalkeeper,Juárez,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Juan Pablo Israel Rangel Quintana,22,948412800,2000/01/21,Liga MX,2021/2022,Midfielder,León,0,0,0,Mexico,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Juan Pablo Meza Tepezano,28,745200000,1993/08/13,Liga MX,2021/2022,Defender,Querétaro,311,98,213,Mexico,7,2,5,0,0,0,0,0,0,0,0,2,1,1,2,1,1,3,0,0,0,0,0,0,0,0.58,156,44,104,0,0.87,241,240,3,25
Juan Pablo Segovia González,34,574905600,1988/03/21,Liga MX,2021/2022,Defender,Puebla,2856,1581,1275,Argentina,35,19,16,2,1,1,1,1,0,0,0,10,4,6,32,19,13,10,1,0.09,0.03,0.06,0.06,0.07,1428,1.01,89,82,260,2856,0.35,206,216,68,8
Juan Pablo Vigon Cham,30,679968000,1991/07/20,Liga MX,2021/2022,Midfielder,Tigres UANL,2779,1301,1478,Mexico,42,21,21,9,7,2,3,3,0,0,0,14,9,5,26,9,17,3,0,0.39,0.1,0.29,0.48,0.12,309,0.84,107,66,926,926,0.1,56,126,-1,3
Julián Andrés Quiñones Quiñones,25,859161600,1997/03/24,Liga MX,2021/2022,Forward,Atlas,3452,1768,1684,Colombia,41,21,20,13,4,9,7,1,6,0,1,18,9,9,27,10,17,11,1,0.52,0.18,0.34,0.2,0.48,266,0.7,128,84,288,493,0.31,41,48,-1,2
Julio César Domínguez Juárez,34,563328000,1987/11/08,Liga MX,2021/2022,Defender,Cruz Azul,2833,1550,1283,Mexico,35,18,17,0,0,0,1,0,1,0,0,12,5,7,25,14,11,3,0,0.03,0.03,0,0,0,0,0.79,113,81,944,2833,0.1,372,206,25,25
Julio César Furch,32,617673600,1989/07/29,Liga MX,2021/2022,Forward,Atlas,3358,1752,1606,Argentina,40,21,19,15,7,8,7,6,1,4,2,15,8,7,26,10,16,1,1,0.59,0.19,0.4,0.36,0.45,224,0.7,129,84,1679,480,0.05,23,39,-1,1
Julio César González Trinidad,29,709689600,1992/06/28,Liga MX,2021/2022,Defender,Necaxa,1146,626,520,Paraguay,16,8,8,0,0,0,0,0,0,0,0,6,3,3,14,9,5,2,0,0,0,0,0,0,0,1.1,82,72,573,0,0.16,325,334,82,30
Julio Eduardo Barragán Castillo,22,957916800,2000/05/10,Liga MX,2021/2022,Defender,Pumas UNAM,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Julio José González Vela-Alvizu,31,672364800,1991/04/23,Liga MX,2021/2022,Goalkeeper,Pumas UNAM,810,450,360,Mexico,9,5,4,0,0,0,0,0,0,0,0,3,3,0,12,4,8,0,0,0,0,0,0,0,0,1.33,68,90,0,0,0,402,399,115,27
Karel Christopher Campos Suárez,19,1042761600,2003/01/17,Liga MX,2021/2022,Midfielder,América,27,22,5,Mexico,6,5,1,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,-1,-1,-1,23
Kevin Alexander Balanta Lucumí,25,862185600,1997/04/28,Liga MX,2021/2022,Defender,Querétaro,1856,905,951,Colombia,25,12,13,0,0,0,0,0,0,0,0,8,5,3,20,11,9,3,0,0,0,0,0,0,0,0.97,93,74,619,0,0.15,329,324,54,34
Kevin Castañeda Vargas,22,941068800,1999/10/28,Liga MX,2021/2022,Midfielder,Toluca,1635,969,666,Mexico,29,17,12,1,1,0,2,0,2,0,0,3,1,2,28,17,11,7,0,0.17,0.11,0.06,0.09,0,1635,1.54,58,56,234,818,0.39,202,118,-1,13
Kevin Federik Ramírez Dutra,28,765158400,1994/04/01,Liga MX,2021/2022,Forward,Puebla,1308,587,721,Uruguay,21,10,11,1,1,0,3,1,2,0,0,8,4,4,13,6,7,4,1,0.28,0.21,0.07,0.15,0,1308,0.89,101,62,262,436,0.34,196,34,-1,14
Kevin Nahin Álvarez Campos,23,916358400,1999/01/15,Liga MX,2021/2022,Defender,Pachuca,3099,1574,1525,Mexico,35,18,17,1,1,0,5,3,2,0,0,11,7,4,32,12,20,5,1,0.17,0.15,0.03,0.06,0,3099,0.93,97,89,517,620,0.17,234,70,47,11
Kevin Rafael Escamilla Moreno,28,761788800,1994/02/21,Liga MX,2021/2022,Midfielder,Querétaro,2053,996,1057,Mexico,28,13,15,2,2,0,1,1,0,0,0,7,5,2,20,8,12,6,0,0.13,0.04,0.09,0.18,0,1027,0.88,103,73,342,2053,0.26,166,196,-1,6
Leonardo Cecilio Fernández López,23,910483200,1998/11/08,Liga MX,2021/2022,Midfielder,Toluca,1548,810,738,Uruguay,28,14,14,7,4,3,7,4,3,2,0,8,4,4,30,13,17,2,0,0.81,0.41,0.41,0.44,0.37,221,1.74,52,55,774,221,0.12,22,3,-1,2
Leonardo Flores,19,1050883200,2003/04/21,Liga MX,2021/2022,Forward,Tigres UANL,23,0,23,Mexico,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,-1,-1,-1,28
Leonardo Gabriel Suárez,26,828144000,1996/03/30,Liga MX,2021/2022,Forward,Santos Laguna,969,497,472,Argentina,16,7,9,2,1,1,3,2,1,0,0,4,2,2,10,5,5,1,0,0.46,0.28,0.19,0.18,0.19,485,0.93,97,61,969,323,0.09,98,15,-1,8
Leonardo Henriques Coelho,28,737596800,1993/05/17,Liga MX,2021/2022,Defender,Atlético San Luis,680,391,289,Brazil,10,6,4,0,0,0,0,0,0,0,0,2,1,1,11,9,2,3,1,0,0,0,0,0,0,1.46,62,68,227,0,0.4,239,241,133,23
Leonardo Sámano Salgado,20,992822400,2001/06/18,Liga MX,2021/2022,Midfielder,Pumas UNAM,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Leonardo Santiago Tapia Cárdenas,21,982886400,2001/02/23,Liga MX,2021/2022,Goalkeeper,Pumas UNAM,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Leonardo Sequeira,27,798854400,1995/04/26,Liga MX,2021/2022,Forward,Querétaro,1213,620,593,Argentina,16,8,8,4,3,1,2,1,1,0,0,3,2,1,15,8,7,2,0,0.45,0.15,0.3,0.44,0.15,303,1.11,81,76,607,607,0.15,52,67,-1,2
Leonel López González,27,769737600,1994/05/24,Liga MX,2021/2022,Midfielder,Pumas UNAM,2424,1198,1226,Mexico,36,17,19,2,0,2,4,3,1,0,0,11,8,3,29,11,18,6,0,0.22,0.15,0.07,0,0.15,1212,1.08,84,67,404,606,0.22,190,72,-1,9
Leonel Prieto,20,997747200,2001/08/14,Liga MX,2021/2022,Forward,Tigres UANL,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Lisandro Ezequiel López,32,620611200,1989/09/01,Liga MX,2021/2022,Defender,Tijuana,1154,614,540,Argentina,13,7,6,4,3,1,0,0,0,2,0,3,3,0,18,5,13,5,0,0.31,0,0.31,0.44,0.17,289,1.4,64,89,231,0,0.39,49,238,126,3
Lucas Giuliano Passerini,27,774316800,1994/07/16,Liga MX,2021/2022,Forward,Cruz Azul,274,114,160,Argentina,10,5,5,2,1,1,0,0,0,1,0,3,2,1,4,1,3,1,0,0.66,0,0.66,0.79,0.56,137,1.31,69,27,274,0,0.33,3,375,-1,11
Lucas Jaques Varone Maia,29,730425600,1993/02/23,Liga MX,2021/2022,Defender,Puebla,1872,896,976,Brazil,34,19,15,2,1,1,2,0,2,0,0,8,4,4,21,11,10,6,1,0.19,0.1,0.1,0.1,0.09,936,1.01,89,55,312,936,0.29,159,125,69,10
Lucas Rodríguez,25,862099200,1997/04/27,Liga MX,2021/2022,Midfielder,Tijuana,2284,1174,1110,Argentina,28,14,14,4,2,2,6,5,1,0,0,6,5,1,32,10,22,6,1,0.39,0.24,0.16,0.15,0.16,571,1.26,71,82,326,381,0.28,113,25,-1,2
Lucas Rodríguez Trezza,25,856828800,1997/02/25,Liga MX,2021/2022,Midfielder,Atlas,7,0,7,Uruguay,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,-1,-1,-1,22
Luis Alberto Cárdenas López,28,748051200,1993/09/15,Liga MX,2021/2022,Goalkeeper,Monterrey,270,180,90,Mexico,3,2,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,23
Luis Alberto Lozoya Mendoza,29,734400000,1993/04/10,Liga MX,2021/2022,Defender,Tijuana,17,0,17,Mexico,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,-1,-1,-1,20
Luis Alberto Pavez Muñoz,26,811296000,1995/09/17,Liga MX,2021/2022,Defender,Juárez,131,126,5,Chile,4,3,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,2.06,44,33,0,0,0,-1,-1,-1,19
Luis Alejandro Olivas Salcedo,22,950140800,2000/02/10,Liga MX,2021/2022,Defender,Guadalajara,1848,902,946,Mexico,22,11,11,0,0,0,0,0,0,0,0,8,3,5,23,16,7,4,0,0,0,0,0,0,0,1.12,80,84,462,0,0.19,324,316,84,29
Luis Alfonso Abram Ugarelli,26,825379200,1996/02/27,Liga MX,2021/2022,Defender,Cruz Azul,1017,538,479,Peru,16,8,8,2,1,1,0,0,0,0,0,5,1,4,11,7,4,0,0,0.18,0,0.18,0.17,0.19,509,0.97,92,64,0,0,0,103,245,52,8
Luis Alfonso Rodríguez Alanís,31,664416000,1991/01/21,Liga MX,2021/2022,Midfielder,Tigres UANL,1729,841,888,Mexico,26,13,13,0,0,0,0,0,0,0,0,9,6,3,13,3,10,10,1,0,0,0,0,0,0,0.68,133,67,173,0,0.52,245,282,-1,17
Luis Angel Calzadilla Santillán,22,947808000,2000/01/14,Liga MX,2021/2022,Forward,Atlético San Luis,82,78,4,Mexico,8,6,2,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1.1,82,10,0,0,0,-1,-1,-1,25
Luis Ángel Gutiérrez Grimm,20,1003276800,2001/10/17,Liga MX,2021/2022,Forward,América,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Luis Ángel Malagón Velázquez,25,857260800,1997/03/02,Liga MX,2021/2022,Goalkeeper,Necaxa,2465,1170,1295,Mexico,28,13,15,0,0,0,0,0,0,0,0,9,5,4,27,12,15,6,1,0,0,0,0,0,0,0.99,91,88,352,0,0.26,271,250,62,18
Luis Ángel Mendoza Escamilla,32,634003200,1990/02/03,Liga MX,2021/2022,Forward,Cruz Azul,262,231,31,Mexico,7,4,3,0,0,0,0,0,0,0,0,2,1,1,5,4,1,0,0,0,0,0,0,0,0,1.72,52,37,0,0,0,-1,-1,-1,26
Luis Arcadio García Bañuelos,29,733017600,1993/03/25,Liga MX,2021/2022,Midfielder,Necaxa,1038,469,569,Mexico,22,11,11,4,2,2,1,1,0,0,0,6,3,3,10,4,6,0,0,0.43,0.09,0.35,0.38,0.32,260,0.87,104,47,0,1038,0,39,134,-1,3
Luis Arturo Montes Jiménez,35,516499200,1986/05/15,Liga MX,2021/2022,Midfielder,León,1310,671,639,Mexico,24,13,11,0,0,0,0,0,0,0,0,5,3,2,18,9,9,3,0,0,0,0,0,0,0,1.24,73,55,437,0,0.21,315,307,-1,28
Luis Carlos Villegas García,20,994464000,2001/07/07,Liga MX,2021/2022,Goalkeeper,Tijuana,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Luis Enrique Quiñónes,30,677894400,1991/06/26,Liga MX,2021/2022,Forward,Tigres UANL,2863,1651,1212,Colombia,39,21,18,5,2,3,10,8,2,0,0,14,9,5,26,13,13,11,1,0.47,0.31,0.16,0.11,0.22,573,0.82,110,73,239,286,0.38,111,8,-1,6
Luis Fernando Fuentes Vargas,35,527040000,1986/09/14,Liga MX,2021/2022,Defender,América,2292,1247,1045,Mexico,31,16,15,0,0,0,1,0,1,0,0,14,8,6,18,8,10,1,0,0.04,0.04,0,0,0,0,0.71,127,74,2292,2292,0.04,332,203,9,21
Luis Fernando González Martínez,20,1018828800,2002/04/15,Liga MX,2021/2022,Defender,Santos Laguna,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Luis Fernando León Bermeo,29,734486400,1993/04/11,Liga MX,2021/2022,Defender,Atlético San Luis,1094,540,554,Ecuador,13,6,7,1,1,0,0,0,0,0,0,5,3,2,15,6,9,1,0,0.08,0,0.08,0.17,0,1094,1.23,73,84,1094,0,0.08,176,225,104,14
Luis Fernando Quintana Vega,30,697075200,1992/02/03,Liga MX,2021/2022,Defender,Necaxa,703,261,442,Mexico,10,5,5,0,0,0,0,0,0,0,0,3,1,2,12,6,6,0,0,0,0,0,0,0,0,1.54,59,70,0,0,0,338,333,141,31
Luis Francisco Romo Barrón,27,799718400,1995/05/06,Liga MX,2021/2022,Defender,Monterrey,1906,1030,876,Mexico,26,14,12,2,1,1,6,3,3,0,1,9,5,4,15,9,6,2,0,0.38,0.28,0.09,0.09,0.1,953,0.71,127,73,953,318,0.09,170,16,11,9
Luis Gerardo Chávez Magallón,26,821664000,1996/01/15,Liga MX,2021/2022,Midfielder,Pachuca,2605,1333,1272,Mexico,33,17,16,6,4,2,2,1,1,1,0,12,8,4,25,9,16,5,0,0.28,0.07,0.21,0.27,0.14,434,0.86,104,79,521,1303,0.17,87,162,-1,3
Luis Guerrero,19,1049414400,2003/04/04,Liga MX,2021/2022,Midfielder,León,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Luis Guillermo Madrigal Gutiérrez,29,729302400,1993/02/10,Liga MX,2021/2022,Forward,Querétaro,233,126,107,Mexico,8,4,4,0,0,0,0,0,0,0,0,3,2,1,2,1,1,1,0,0,0,0,0,0,0,0.77,117,29,233,0,0.39,-1,-1,-1,31
Luis Gustavo Sánchez Saucedo,22,957312000,2000/05/03,Liga MX,2021/2022,Defender,Monterrey,44,0,44,Mexico,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.05,44,44,0,0,0,-1,-1,-1,31
Luis Javier Gamíz Ávila,22,954806400,2000/04/04,Liga MX,2021/2022,Midfielder,Tijuana,21,0,21,Mexico,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,4.29,21,7,11,0,8.57,-1,-1,-1,19
Luis Manuel García Palomera,29,725760000,1992/12/31,Liga MX,2021/2022,Goalkeeper,Toluca,2028,1170,858,Mexico,24,13,11,0,0,0,0,0,0,0,0,3,0,3,32,21,11,7,0,0,0,0,0,0,0,1.42,63,85,290,0,0.31,299,293,130,19
Luis Navarro,0,0,1970/01/01,Liga MX,2021/2022,Midfielder,Necaxa,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
